0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.0842,0.0874,0.0905,0.0921,0.0929,0.0951,0.097,0.0977,0.0988,0.0999,0.1011,0.1016,0.1016,0.102,0.1021,0.1024,0.1025,0.1015,0.1011,0.1013,0.1015,0.1013,0.101,0.101,0.101,0.1008,0.1004,0.1003,0.1,0.0999,0.0998,0.0998,0.0998,0.0998,0.0999,0.0998,0.0997,0.0996,0.0997,0.0997,0.0997,0.0997,0.0997,0.0996,0.0996,0.0995
