0.6324555320336759,0.8944271909999159,1.0954451150103321,1.2649110640673518,1.4142135623730951,1.5491933384829668,1.6733200530681511,1.7888543819998317
0.3297,0.6144,0.6984,0.7181,0.7361,0.7611,0.7795,0.7996,0.8180,0.8365
